#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0001	51	51	3	3	0	0	0	0	0	0	37	37	11	11	0	0	0	0	0	0	0	0	0	0	S1	565663	                    Enterococcus faecium Com15
0.0000	14	14	3	3	0	0	0	0	0	0	9	9	1	1	0	0	0	0	0	0	1	1	0	0	S1	1344042	                    Enterococcus faecium T110
0.0100	7615	6901	264	253	165	151	5911	5294	47	44	830	784	59	58	187	182	31	31	32	30	68	56	21	18	S	37734	                  Enterococcus casseliflavus
0.0009	714	714	11	11	14	14	617	617	3	3	46	46	1	1	5	5	0	0	2	2	12	12	3	3	S1	565655	                    Enterococcus casseliflavus EC20
0.0090	6826	6727	118	118	60	60	133	133	14	14	5977	5878	151	151	58	58	26	26	171	171	59	59	59	59	S	1354	                  Enterococcus hirae
0.0001	99	99	0	0	0	0	0	0	0	0	99	99	0	0	0	0	0	0	0	0	0	0	0	0	S1	768486	                    Enterococcus hirae ATCC 9790
0.0042	3174	3174	1105	1105	38	38	100	100	31	31	1430	1430	248	248	32	32	27	27	55	55	26	26	82	82	S	53345	                  Enterococcus durans
0.0039	2993	2993	331	331	9	9	136	136	5	5	1794	1794	17	17	478	478	165	165	13	13	4	4	41	41	S	1353	                  Enterococcus gallinarum
0.0031	2392	2392	36	36	11	11	232	232	39	39	1803	1803	31	31	116	116	12	12	52	52	10	10	50	50	S	160453	                  Enterococcus gilvus
0.0031	2347	2347	149	149	236	236	146	146	110	110	1000	1000	85	85	55	55	95	95	150	150	151	151	170	170	S	44008	                  Enterococcus cecorum
0.0025	1896	36	258	7	11	0	415	2	16	0	831	16	38	0	269	10	4	0	16	0	27	0	11	1	G1	2608891	                  unclassified Enterococcus
0.0008	594	594	90	90	1	1	9	9	3	3	362	362	13	13	82	82	1	1	8	8	23	23	2	2	S	2582830	                    Enterococcus sp. M190262
0.0007	504	504	24	24	8	8	344	344	4	4	87	87	6	6	20	20	1	1	6	6	1	1	3	3	S	2060307	                    Enterococcus sp. FDAARGOS_375
0.0005	346	346	7	7	0	0	1	1	0	0	323	323	11	11	1	1	1	1	0	0	2	2	0	0	S	2603296	                    Enterococcus sp. DA9
0.0004	330	330	121	121	1	1	5	5	6	6	37	37	4	4	152	152	0	0	0	0	0	0	4	4	S	2420313	                    Enterococcus sp. FDAARGOS_553
0.0001	85	85	9	9	1	1	54	54	3	3	6	6	4	4	4	4	0	0	2	2	1	1	1	1	S	2057791	                    Enterococcus sp. CR-Ec1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	2836368	                    Enterococcus sp. E1123
0.0016	1200	1200	314	314	10	10	66	66	10	10	380	380	42	42	55	55	10	10	236	236	24	24	53	53	S	1805431	                  Enterococcus saigonensis
0.0013	1024	1024	117	117	2	2	148	148	24	24	381	381	171	171	11	11	10	10	31	31	19	19	110	110	S	417368	                  Enterococcus thailandicus
0.0012	945	945	111	111	46	46	125	125	23	23	272	272	30	30	21	21	20	20	173	173	78	78	46	46	S	2005703	                  Enterococcus wangshanyuanii
0.0011	841	813	121	120	34	33	91	91	30	26	247	236	63	62	85	85	27	27	38	28	69	69	36	36	S	53346	                  Enterococcus mundtii
0.0000	28	28	1	1	1	1	0	0	4	4	11	11	1	1	0	0	0	0	10	10	0	0	0	0	S1	1300150	                    Enterococcus mundtii QU 25
0.0006	421	421	45	45	1	1	9	9	5	5	196	196	29	29	9	9	0	0	102	102	3	3	22	22	S	357441	                  Enterococcus lactis
0.0005	394	394	39	39	53	53	22	22	22	22	61	61	95	95	19	19	5	5	44	44	5	5	29	29	S	118060	                  Enterococcus rotai
0.0002	156	156	15	15	2	2	99	99	4	4	14	14	1	1	16	16	0	0	3	3	2	2	0	0	S	2839759	                  Enterococcus innesii
0.0001	69	69	0	0	0	0	0	0	1	1	68	68	0	0	0	0	0	0	0	0	0	0	0	0	S	246144	                  Enterococcus italicus
0.0064	4904	229	696	28	97	0	524	15	191	0	889	50	679	7	193	2	130	1	642	57	296	28	567	41	G	2737	                Vagococcus
0.0015	1139	1139	87	87	37	37	272	272	23	23	239	239	130	130	27	27	26	26	138	138	65	65	95	95	S	2738	                  Vagococcus fluvialis
0.0011	826	826	90	90	7	7	13	13	34	34	296	296	106	106	33	33	29	29	77	77	45	45	96	96	S	218144	                  Vagococcus carniphilus
0.0007	519	519	115	115	5	5	38	38	22	22	18	18	95	95	34	34	16	16	46	46	35	35	95	95	S	2562451	                  Vagococcus xieshaowenii
0.0005	415	415	80	80	4	4	69	69	9	9	51	51	17	17	36	36	8	8	84	84	14	14	43	43	S	633807	                  Vagococcus penaei
0.0005	414	414	65	65	34	34	1	1	26	26	142	142	24	24	6	6	8	8	43	43	10	10	55	55	S	2714947	                  Vagococcus hydrophili
0.0005	390	390	67	67	2	2	70	70	23	23	39	39	41	41	14	14	7	7	36	36	15	15	76	76	S	81947	                  Vagococcus lutrae
0.0004	291	0	62	0	0	0	10	0	25	0	16	0	41	0	7	0	13	0	73	0	23	0	21	0	G1	2648499	                  unclassified Vagococcus
0.0004	291	291	62	62	0	0	10	10	25	25	16	16	41	41	7	7	13	13	73	73	23	23	21	21	S	2925838	                    Vagococcus sp. CY52-2
0.0003	257	257	20	20	6	6	20	20	16	16	11	11	93	93	26	26	6	6	32	32	7	7	20	20	S	2571750	                  Vagococcus zengguangii
0.0003	250	250	45	45	2	2	11	11	2	2	16	16	77	77	4	4	12	12	21	21	51	51	9	9	S	519472	                  Vagococcus teuberi
0.0002	174	174	37	37	0	0	5	5	11	11	11	11	48	48	4	4	4	4	35	35	3	3	16	16	S	2714946	                  Vagococcus coleopterorum
0.0023	1739	173	248	1	14	0	189	2	42	4	181	0	108	34	51	1	46	3	532	97	108	4	220	27	G	51668	                Tetragenococcus
0.0013	960	926	135	131	14	12	147	147	15	11	72	67	34	31	36	35	18	12	281	274	63	63	145	143	S	51669	                  Tetragenococcus halophilus
0.0000	34	34	4	4	2	2	0	0	4	4	5	5	3	3	1	1	6	6	7	7	0	0	2	2	S1	945021	                    Tetragenococcus halophilus NBRC 12172
0.0005	415	415	80	80	0	0	29	29	10	10	76	76	25	25	4	4	13	13	127	127	17	17	34	34	S	526944	                  Tetragenococcus osmophilus
0.0003	191	191	32	32	0	0	11	11	13	13	33	33	15	15	10	10	12	12	27	27	24	24	14	14	S	290335	                  Tetragenococcus koreensis
0.0007	501	0	39	0	14	0	71	0	9	0	23	0	36	0	132	0	12	0	76	0	7	0	82	0	G	33969	                Melissococcus
0.0007	501	491	39	39	14	14	71	71	9	9	23	23	36	36	132	132	12	12	76	66	7	7	82	82	S	33970	                  Melissococcus plutonius
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	S1	1090974	                    Melissococcus plutonius DAT561
2.5844	1966575	862	129758	55	99298	23	76747	29	39161	18	154330	203	1350567	367	76831	47	4525	9	8373	19	17344	47	9641	45	F	1300	              Streptococcaceae
2.5537	1943230	408403	128597	8551	98736	4852	75882	7517	37704	2959	148582	13275	1340928	360134	75863	4894	4238	692	7401	1604	16439	2076	8860	1849	G	1301	                Streptococcus
0.5616	427318	355063	45836	38630	10651	9654	45397	39324	15895	13677	7295	6475	270541	220875	21912	18108	669	597	758	646	7387	6258	977	819	S	1304	                  Streptococcus salivarius
0.0401	30534	30534	2287	2287	401	401	2610	2610	824	824	380	380	21572	21572	1898	1898	28	28	40	40	460	460	34	34	S1	347253	                    Streptococcus salivarius JIM8777
0.0301	22928	22928	2358	2358	398	398	1941	1941	757	757	257	257	15623	15623	1062	1062	26	26	40	40	393	393	73	73	S1	1048332	                    Streptococcus salivarius CCHSS3
0.0247	18793	18793	2561	2561	198	198	1522	1522	637	637	183	183	12471	12471	844	844	18	18	32	32	276	276	51	51	S1	1046629	                    Streptococcus salivarius 57.I
0.3198	243343	201738	141	122	20	19	53	47	26	22	181	164	242229	200777	469	401	16	14	72	47	82	79	54	46	S	315405	                  Streptococcus gallolyticus
0.0547	41605	13363	19	6	1	1	6	1	4	2	17	9	41452	13306	68	21	2	0	25	9	3	0	8	8	S1	53354	                    Streptococcus gallolyticus subsp. gallolyticus
0.0129	9795	9795	3	3	0	0	3	3	1	1	2	2	9770	9770	15	15	1	1	0	0	0	0	0	0	S2	990317	                      Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
0.0108	8221	8221	5	5	0	0	2	2	1	1	1	1	8189	8189	15	15	1	1	5	5	2	2	0	0	S2	637909	                      Streptococcus gallolyticus UCN34
0.0057	4327	4327	2	2	0	0	0	0	0	0	2	2	4305	4305	6	6	0	0	11	11	1	1	0	0	S2	981539	                      Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
0.0039	2981	2981	0	0	0	0	0	0	0	0	1	1	2974	2974	6	6	0	0	0	0	0	0	0	0	S2	545774	                      Streptococcus gallolyticus subsp. gallolyticus TX20005
0.0038	2918	2918	3	3	0	0	0	0	0	0	2	2	2908	2908	5	5	0	0	0	0	0	0	0	0	S2	1258574	                      Streptococcus gallolyticus subsp. gallolyticus DSM 16831
0.3020	229812	32437	31552	3621	46842	13981	6046	783	8622	881	26132	1386	102389	10919	5481	577	708	81	275	42	1364	128	401	38	G1	2608887	                  unclassified Streptococcus
0.0672	51145	51145	9057	9057	1484	1484	1072	1072	2967	2967	5150	5150	29739	29739	1181	1181	222	222	37	37	209	209	27	27	S	1316408	                    Streptococcus sp. HSISM1
0.0670	50980	50980	10058	10058	1170	1170	908	908	3401	3401	4687	4687	29104	29104	1182	1182	203	203	29	29	211	211	27	27	S	2610896	                    Streptococcus sp. LPB0220
0.0303	23046	23046	1753	1753	16440	16440	587	587	164	164	97	97	3452	3452	403	403	13	13	29	29	95	95	13	13	S	1316412	                    Streptococcus sp. HSISS3
0.0249	18980	18980	1161	1161	242	242	155	155	351	351	9291	9291	7458	7458	187	187	27	27	10	10	55	55	43	43	S	1759399	                    Streptococcus sp. A12
0.0209	15928	15928	1138	1138	11945	11945	391	391	178	178	86	86	1885	1885	210	210	8	8	7	7	66	66	14	14	S	1316411	                    Streptococcus sp. HSISS2
0.0180	13699	13699	1150	1150	387	387	1049	1049	371	371	245	245	9320	9320	952	952	13	13	17	17	174	174	21	21	S	1839799	                    Streptococcus sp. FDAARGOS_192
0.0067	5126	5126	1175	1175	313	313	60	60	76	76	1278	1278	1711	1711	196	196	39	39	10	10	166	166	102	102	S	712623	                    Streptococcus sp. oral taxon 061
0.0059	4508	4508	1540	1540	358	358	92	92	52	52	832	832	1250	1250	256	256	28	28	14	14	80	80	6	6	S	712633	                    Streptococcus sp. oral taxon 431
0.0027	2034	2034	14	14	31	31	6	6	3	3	1677	1677	248	248	20	20	3	3	1	1	6	6	25	25	S	2763068	                    Streptococcus sp. NSJ-72
0.0023	1759	1759	171	171	75	75	156	156	61	61	31	31	1142	1142	95	95	4	4	1	1	20	20	3	3	S	1316410	                    Streptococcus sp. HSISS1
0.0023	1746	1746	318	318	185	185	45	45	27	27	181	181	838	838	90	90	12	12	13	13	17	17	20	20	S	2598453	                    Streptococcus sp. 116-D4
0.0022	1638	1638	15	15	9	9	5	5	6	6	7	7	1580	1580	4	4	1	1	6	6	3	3	2	2	S	2698804	                    Streptococcus sp. CNU G3
0.0017	1326	1326	2	2	1	1	3	3	0	0	16	16	1287	1287	5	5	2	2	5	5	2	2	3	3	S	2684658	                    Streptococcus sp. CNU 77-61
0.0016	1200	1200	29	29	30	30	1	1	3	3	1	1	1103	1103	1	1	4	4	4	4	24	24	0	0	S	2686210	                    Streptococcus sp. CNU G2
0.0011	813	813	80	80	43	43	287	287	3	3	150	150	215	215	20	20	5	5	4	4	4	4	2	2	S	2576376	                    Streptococcus sp. 1643
0.0009	714	714	89	89	33	33	31	31	15	15	47	47	343	343	51	51	14	14	23	23	41	41	27	27	S	2781599	                    Streptococcus sp. HKU75
0.0009	697	697	116	116	59	59	37	37	23	23	133	133	268	268	27	27	8	8	2	2	19	19	5	5	S	1902136	                    Streptococcus sp. NPS 308
0.0008	646	646	1	1	3	3	79	79	4	4	541	541	13	13	1	1	1	1	0	0	1	1	2	2	S	2583584	                    Streptococcus sp. NCTC 11567
0.0004	321	321	37	37	24	24	11	11	18	18	8	8	151	151	7	7	7	7	15	15	25	25	18	18	S	2664091	                    Streptococcus sp. zg-86
0.0004	309	309	7	7	14	14	155	155	3	3	51	51	62	62	5	5	9	9	0	0	3	3	0	0	S	1319	                    Streptococcus sp. 'group B'
0.0004	271	271	3	3	0	0	117	117	0	0	64	64	83	83	3	3	0	0	0	0	1	1	0	0	S	2420309	                    Streptococcus sp. FDAARGOS_521
0.0002	168	168	1	1	1	1	10	10	2	2	97	97	43	43	2	2	1	1	4	4	6	6	1	1	S	1940319	                    Streptococcus sp. DAT741
0.0002	135	135	14	14	7	7	2	2	12	12	23	23	56	56	6	6	3	3	2	2	8	8	2	2	S	712624	                    Streptococcus sp. oral taxon 064
0.0001	113	113	2	2	6	6	4	4	1	1	53	53	47	47	0	0	0	0	0	0	0	0	0	0	S	2420310	                    Streptococcus sp. FDAARGOS_522
0.0001	73	73	0	0	1	1	0	0	0	0	0	0	72	72	0	0	0	0	0	0	0	0	0	0	S	2420308	                    Streptococcus sp. FDAARGOS_520
0.2076	157991	75142	41	18	350	344	558	12	7	2	71	17	156149	74536	707	133	11	8	20	13	54	40	23	19	S	197614	                  Streptococcus pasteurianus
0.1089	82849	82849	23	23	6	6	546	546	5	5	54	54	81613	81613	574	574	3	3	7	7	14	14	4	4	S1	981540	                    Streptococcus pasteurianus ATCC 43144
0.1003	76313	66440	2790	2385	3681	3228	2912	2507	2316	2011	11803	11605	20546	17064	30709	26309	62	57	673	568	650	549	171	157	S	1308	                  Streptococcus thermophilus
0.0017	1285	1285	50	50	22	22	62	62	25	25	17	17	740	740	352	352	1	1	8	8	4	4	4	4	S1	1433289	                    Streptococcus thermophilus M17PTZA496
0.0016	1215	1215	57	57	48	48	48	48	56	56	21	21	407	407	552	552	0	0	12	12	11	11	3	3	S1	1435981	                    Streptococcus thermophilus 1F8CT
0.0016	1192	1192	48	48	49	49	61	61	41	41	24	24	523	523	409	409	0	0	22	22	14	14	1	1	S1	1433288	                    Streptococcus thermophilus MTH17CL396
0.0011	845	845	49	49	75	75	21	21	28	28	36	36	248	248	375	375	0	0	6	6	7	7	0	0	S1	1436725	                    Streptococcus thermophilus TH1477
0.0010	765	765	46	46	18	18	29	29	28	28	13	13	266	266	343	343	3	3	7	7	11	11	1	1	S1	322159	                    Streptococcus thermophilus LMD-9
0.0009	722	722	45	45	47	47	48	48	19	19	13	13	357	357	170	170	1	1	3	3	19	19	0	0	S1	767463	                    Streptococcus thermophilus ND03
0.0008	618	618	24	24	12	12	31	31	35	35	11	11	172	172	312	312	0	0	5	5	15	15	1	1	S1	1435972	                    Streptococcus thermophilus TH985
0.0007	550	550	19	19	35	35	18	18	10	10	20	20	297	297	144	144	0	0	5	5	2	2	0	0	S1	1051074	                    Streptococcus thermophilus JIM 8232
0.0006	445	445	8	8	47	47	15	15	10	10	6	6	94	94	255	255	0	0	7	7	3	3	0	0	S1	299768	                    Streptococcus thermophilus CNRZ1066
0.0006	437	437	12	12	12	12	9	9	16	16	5	5	100	100	276	276	0	0	4	4	2	2	1	1	S1	1435974	                    Streptococcus thermophilus TH982
0.0005	418	418	12	12	12	12	3	3	7	7	3	3	40	40	335	335	0	0	3	3	3	3	0	0	S1	264199	                    Streptococcus thermophilus LMG 18311
0.0005	409	409	6	6	19	19	19	19	9	9	11	11	66	66	266	266	0	0	5	5	6	6	2	2	S1	1415776	                    Streptococcus thermophilus TH1435
0.0005	400	400	15	15	13	13	31	31	10	10	5	5	96	96	220	220	0	0	8	8	2	2	0	0	S1	1423145	                    Streptococcus thermophilus TH1436
0.0005	370	370	7	7	37	37	5	5	9	9	8	8	34	34	264	264	0	0	6	6	0	0	0	0	S1	1408178	                    Streptococcus thermophilus ASCC 1275
0.0003	202	202	7	7	7	7	5	5	2	2	5	5	42	42	127	127	0	0	4	4	2	2	1	1	S1	1187956	                    Streptococcus thermophilus MN-ZLW-002
0.0797	60642	11836	17355	3314	1381	254	945	180	2642	523	5834	1153	29308	5779	2436	469	327	77	32	12	211	48	171	27	S	1318	                  Streptococcus parasanguinis
0.0322	24529	24529	6491	6491	540	540	384	384	1066	1066	2518	2518	12265	12265	1009	1009	122	122	9	9	83	83	42	42	S1	1114965	                    Streptococcus parasanguinis FW213
0.0319	24277	24277	7550	7550	587	587	381	381	1053	1053	2163	2163	11264	11264	958	958	128	128	11	11	80	80	102	102	S1	760570	                    Streptococcus parasanguinis ATCC 15912
0.0444	33768	2377	582	34	292	21	172	17	197	13	27835	1942	2357	247	1541	16	112	4	111	0	178	29	391	54	G1	671232	                  Streptococcus anginosus group
0.0182	13853	12487	133	127	136	132	70	69	77	73	11829	10652	1171	1087	62	59	37	29	33	23	61	60	244	176	S	1328	                    Streptococcus anginosus
0.0010	788	0	2	0	3	0	0	0	2	0	716	0	5	0	1	0	1	0	0	0	0	0	58	0	S1	1272910	                      Streptococcus anginosus subsp. whileyi
0.0010	788	788	2	2	3	3	0	0	2	2	716	716	5	5	1	1	1	1	0	0	0	0	58	58	S2	1353243	                        Streptococcus anginosus subsp. whileyi MAS624
0.0004	290	290	2	2	0	0	1	1	0	0	264	264	6	6	0	0	7	7	0	0	1	1	9	9	S1	862971	                      Streptococcus anginosus C238
0.0002	185	185	0	0	0	0	0	0	0	0	184	184	0	0	0	0	0	0	0	0	0	0	1	1	S1	1671923	                      Streptococcus anginosus subsp. anginosus
0.0001	103	103	2	2	1	1	0	0	2	2	13	13	73	73	2	2	0	0	10	10	0	0	0	0	S1	862970	                      Streptococcus anginosus C1051
0.0165	12581	12453	61	60	24	23	17	13	24	23	12043	11939	237	222	17	16	9	8	62	62	20	20	67	67	S	76860	                    Streptococcus constellatus
0.0001	105	105	1	1	1	1	0	0	0	0	98	98	4	4	1	1	0	0	0	0	0	0	0	0	S1	184246	                      Streptococcus constellatus subsp. constellatus
0.0000	23	5	0	0	0	0	4	3	1	0	6	0	11	2	0	0	1	0	0	0	0	0	0	0	S1	184250	                      Streptococcus constellatus subsp. pharyngis
0.0000	14	14	0	0	0	0	0	0	1	1	5	5	8	8	0	0	0	0	0	0	0	0	0	0	S2	696216	                        Streptococcus constellatus subsp. pharyngis C232
0.0000	4	4	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	S2	862969	                        Streptococcus constellatus subsp. pharyngis C1050
0.0065	4957	2175	354	196	111	59	68	20	83	58	2021	271	702	668	1446	773	62	51	16	13	68	43	26	23	S	1338	                    Streptococcus intermedius
0.0025	1923	1923	138	138	46	46	37	37	15	15	1024	1024	23	23	608	608	7	7	2	2	20	20	3	3	S1	862967	                      Streptococcus intermedius B196
0.0011	855	855	20	20	6	6	11	11	10	10	725	725	11	11	62	62	4	4	1	1	5	5	0	0	S1	862966	                      Streptococcus intermedius C270
0.0000	4	4	0	0	0	0	0	0	0	0	1	1	0	0	3	3	0	0	0	0	0	0	0	0	S1	591365	                      Streptococcus intermedius JTH08
0.0421	32016	32016	1542	1542	19177	19177	278	278	506	506	1823	1823	8109	8109	379	379	97	97	15	15	59	59	31	31	S	684066	                  Streptococcus lactarius
0.0328	24936	24936	141	141	33	33	342	342	32	32	168	168	23698	23698	61	61	23	23	82	82	135	135	221	221	S	1335	                  Streptococcus equinus
0.0307	23323	19035	154	147	27	27	172	163	42	38	77	76	21968	17729	484	476	11	7	74	73	151	142	163	157	S	150055	                  Streptococcus lutetiensis
0.0056	4288	4288	7	7	0	0	9	9	4	4	1	1	4239	4239	8	8	4	4	1	1	9	9	6	6	S1	1076934	                    Streptococcus lutetiensis 033
0.0267	20336	17745	1528	1338	955	850	2026	1893	277	238	1060	996	11119	9773	474	391	269	245	502	454	609	512	1517	1055	S	1307	                  Streptococcus suis
0.0009	706	706	73	73	23	23	115	115	5	5	55	55	384	384	17	17	2	2	9	9	19	19	4	4	S1	568814	                    Streptococcus suis BM407
0.0008	592	592	18	18	0	0	2	2	24	24	0	0	2	2	39	39	11	11	27	27	42	42	427	427	S1	423211	                    Streptococcus suis GZ1
0.0004	332	332	13	13	30	30	7	7	2	2	3	3	257	257	11	11	2	2	3	3	1	1	3	3	S1	1004952	                    Streptococcus suis D12
0.0003	236	236	0	0	0	0	0	0	0	0	0	0	234	234	2	2	0	0	0	0	0	0	0	0	S1	993512	                    Streptococcus suis A7
0.0003	226	226	0	0	0	0	0	0	0	0	0	0	225	225	0	0	0	0	0	0	1	1	0	0	S1	1005042	                    Streptococcus suis D9
0.0002	187	187	60	60	46	46	1	1	2	2	1	1	1	1	9	9	8	8	5	5	31	31	23	23	S1	672190	                    Streptococcus suis 05HAS68
0.0001	92	92	0	0	0	0	0	0	0	0	0	0	92	92	0	0	0	0	0	0	0	0	0	0	S1	945704	                    Streptococcus suis JS14
0.0001	75	75	0	0	0	0	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0	0	0	0	S1	1246365	                    Streptococcus suis SC070731
0.0001	49	49	6	6	2	2	5	5	1	1	3	3	24	24	3	3	0	0	2	2	0	0	3	3	S1	1340847	                    Streptococcus suis T15
0.0001	39	39	7	7	2	2	2	2	1	1	0	0	23	23	1	1	1	1	0	0	0	0	2	2	S1	1214179	                    Streptococcus suis 6407
0.0000	25	25	12	12	1	1	0	0	0	0	0	0	10	10	0	0	0	0	1	1	1	1	0	0	S1	1276647	                    Streptococcus suis TL13
0.0000	12	12	1	1	0	0	0	0	1	1	1	1	9	9	0	0	0	0	0	0	0	0	0	0	S1	1007064	                    Streptococcus suis ST3
0.0000	11	11	0	0	1	1	0	0	3	3	1	1	5	5	0	0	0	0	1	1	0	0	0	0	S1	1380773	                    Streptococcus suis YB51
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	4	4	1	1	0	0	0	0	0	0	0	0	S1	1005041	                    Streptococcus suis SS12
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	S1	1184252	                    Streptococcus suis S735
0.0000	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S1	218494	                    Streptococcus suis P1/7
0.0244	18588	221	512	8	725	2	417	13	140	2	9915	134	5377	18	595	42	104	0	169	0	274	1	360	1	G1	119603	                  Streptococcus dysgalactiae group
0.0172	13081	1007	308	98	564	28	184	20	84	31	9095	248	1823	465	435	7	43	10	96	17	218	27	231	56	S	1336	                    Streptococcus equi
0.0146	11079	11065	209	209	535	535	164	164	53	53	7888	7888	1349	1336	427	427	33	32	74	74	188	188	159	159	S1	40041	                      Streptococcus equi subsp. zooepidemicus
0.0000	14	14	0	0	0	0	0	0	0	0	0	0	13	13	0	0	1	1	0	0	0	0	0	0	S2	552526	                        Streptococcus equi subsp. zooepidemicus MGCS10565
0.0013	995	995	1	1	1	1	0	0	0	0	959	959	9	9	1	1	0	0	5	5	3	3	16	16	S1	148942	                      Streptococcus equi subsp. equi
0.0069	5286	2771	196	46	159	65	220	121	54	18	686	177	3536	2183	118	41	61	10	73	38	55	32	128	40	S	1334	                    Streptococcus dysgalactiae
0.0024	1842	1017	109	28	78	26	91	25	31	11	348	247	1011	587	71	39	44	12	14	10	14	7	31	25	S1	119602	                      Streptococcus dysgalactiae subsp. equisimilis
0.0010	738	738	72	72	47	47	42	42	20	20	81	81	404	404	31	31	27	27	4	4	6	6	4	4	S2	486410	                        Streptococcus dysgalactiae subsp. equisimilis GGS_124
0.0001	73	73	9	9	5	5	24	24	0	0	8	8	20	20	1	1	5	5	0	0	1	1	0	0	S2	759913	                        Streptococcus dysgalactiae subsp. equisimilis AC-2713
0.0000	14	14	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	2	2	S2	617121	                        Streptococcus dysgalactiae subsp. equisimilis RE378
0.0009	673	673	41	41	16	16	8	8	5	5	161	161	342	342	6	6	7	7	21	21	9	9	57	57	S1	99822	                      Streptococcus dysgalactiae subsp. dysgalactiae
0.0229	17422	13577	3331	2467	2424	1896	457	390	266	249	2319	1714	6755	5399	1317	1011	106	92	141	121	218	180	88	58	S	28037	                  Streptococcus mitis
0.0050	3825	3825	858	858	524	524	67	67	17	17	601	601	1353	1353	304	304	13	13	20	20	38	38	30	30	S1	365659	                    Streptococcus mitis B6
0.0000	20	20	6	6	4	4	0	0	0	0	4	4	3	3	2	2	1	1	0	0	0	0	0	0	S1	246201	                    Streptococcus mitis NCTC 12261
0.0195	14808	14453	129	126	207	161	106	102	477	374	12104	12097	1499	1339	87	83	21	16	84	70	45	44	49	41	S	1309	                  Streptococcus mutans
0.0002	190	190	2	2	0	0	4	4	66	66	4	4	106	106	3	3	0	0	4	4	0	0	1	1	S1	511691	                    Streptococcus mutans NN2025
0.0001	103	103	0	0	42	42	0	0	13	13	1	1	43	43	0	0	0	0	2	2	0	0	2	2	S1	1225197	                    Streptococcus mutans B04Sm5
0.0000	33	33	0	0	4	4	0	0	7	7	0	0	6	6	1	1	5	5	5	5	0	0	5	5	S1	1155071	                    Streptococcus mutans LJ23
0.0000	18	18	0	0	0	0	0	0	11	11	2	2	2	2	0	0	0	0	2	2	1	1	0	0	S1	1198676	                    Streptococcus mutans GS-5
0.0000	8	8	1	1	0	0	0	0	3	3	0	0	3	3	0	0	0	0	1	1	0	0	0	0	S1	1437447	                    Streptococcus mutans UA159-FR
0.0000	3	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	210007	                    Streptococcus mutans UA159
0.0188	14334	12625	2187	1909	1500	1322	1373	1191	337	280	2011	1772	5811	5159	640	565	58	47	98	87	172	154	147	139	S	1313	                  Streptococcus pneumoniae
0.0003	243	243	10	10	12	12	57	57	0	0	59	59	97	97	8	8	0	0	0	0	0	0	0	0	S1	1130804	                    Streptococcus pneumoniae ST556
0.0003	226	226	58	58	3	3	41	41	4	4	69	69	45	45	5	5	0	0	1	1	0	0	0	0	S1	516950	                    Streptococcus pneumoniae CGSP14
0.0002	184	184	13	13	12	12	63	63	3	3	10	10	65	65	4	4	9	9	2	2	3	3	0	0	S1	1408179	                    Streptococcus pneumoniae A026
0.0002	170	170	17	17	19	19	4	4	2	2	11	11	101	101	10	10	0	0	2	2	4	4	0	0	S1	869309	                    Streptococcus pneumoniae SPNA45
0.0002	153	153	22	22	17	17	0	0	18	18	7	7	81	81	5	5	1	1	0	0	1	1	1	1	S1	189423	                    Streptococcus pneumoniae 670-6B
0.0002	148	148	33	33	27	27	2	2	6	6	21	21	45	45	13	13	0	0	0	0	1	1	0	0	S1	487214	                    Streptococcus pneumoniae Hungary19A-6
0.0002	121	121	35	35	4	4	6	6	4	4	5	5	46	46	10	10	0	0	0	0	4	4	7	7	S1	574093	                    Streptococcus pneumoniae AP200
